,Airport,Degree,Strength,Cluster_Coefficient,Average Length,Max Length,EigenVector Centrality,Betweenness,PageRank
2725,SLQ,3,3.0,0.33333333,6.72609639,14.0,2.566e-05,3614.5,0.00027128
2726,SLU,16,16.0,0.45,5.08180682,12.0,0.07840133,1720.66148832,0.00038864
2727,SLW,2,2.0,1.0,5.54700904,13.0,0.01314246,0.0,8.504e-05
2728,SLX,1,1.0,,7.52663013,15.0,1.227e-05,0.0,9.406e-05
2729,SLY,6,6.0,0.26666667,5.40493561,12.0,0.01224855,1058.78836814,0.00021191
2730,SLZ,6,6.0,0.6,6.12228725,13.0,0.00108331,103.95844092,0.00026644
2731,SMA,1,1.0,,6.54094733,14.0,0.00034385,0.0,7.633e-05
2732,SMI,2,2.0,1.0,5.42166632,12.0,0.00789972,0.0,9.719e-05
2733,SMJ,2,2.0,1.0,8.72661329,13.0,1e-07,0.0,0.00017823
2734,SMK,2,2.0,1.0,6.7255256,14.0,2.71e-05,0.0,0.00014864
2735,SML,2,2.0,1.0,6.03713668,13.0,0.00248941,0.0,0.00012199
2736,SMM,3,3.0,1.0,6.23982241,12.0,0.00060832,0.0,0.00017897
2737,SMQ,2,2.0,1.0,7.25083125,13.0,2.835e-05,0.0,0.00013935
2738,SMR,6,6.0,0.73333333,5.9587156,13.0,0.00335192,4.31666667,0.0002549
2739,SMS,2,2.0,1.0,6.19293387,13.0,0.00054744,0.0,0.00012144
2740,SMX,1,1.0,,5.20172255,12.0,0.00907583,0.0,6.285e-05
2741,SNA,20,20.0,0.91578947,5.00266559,12.0,0.13958042,21.63302972,0.000454
2742,SNB,2,2.0,1.0,6.73771434,12.0,0.00026885,0.0,0.00014696
2743,SNE,3,3.0,1.0,6.19255932,13.0,0.00184039,0.0,0.00016175
2744,SNN,17,17.0,0.58088235,5.15091228,12.0,0.15632781,479.87398602,0.00036348
2745,SNO,2,2.0,1.0,5.7728456,12.0,0.00595699,0.0,0.00011652
2746,SNP,3,3.0,0.66666667,5.73046248,13.0,0.00143954,3.0,0.00022051
2747,SNV,2,2.0,1.0,7.27382016,14.0,0.0001341,0.0,0.00011968
2748,SNW,6,6.0,0.6,6.33062667,12.0,0.00052972,7.66666667,0.00030688
2749,SOC,2,2.0,1.0,5.74690083,11.0,0.00578323,0.0,9.636e-05
2750,SOD,1,1.0,,5.77397527,13.0,0.00467687,0.0,6.954e-05
2751,SOF,35,35.0,0.61176471,5.38498591,12.0,0.26400582,1962.38561914,0.00073915
2752,SOG,4,4.0,0.83333333,6.26856199,13.0,0.00644092,0.66666667,0.00016557
2753,SOJ,2,2.0,1.0,7.267121,14.0,0.00010855,0.0,0.00012802
2754,SOM,2,2.0,1.0,6.27439382,13.0,0.00367691,0.0,0.00010024
2755,SON,9,9.0,0.25,6.85304297,12.0,9.551e-05,21679.06666667,0.00057782
2756,SOO,2,2.0,0.0,5.68594301,13.0,0.0076529,3616.0,0.00015894
2757,SOP,1,1.0,,5.82916305,13.0,0.00697035,0.0,6.068e-05
2758,SOQ,5,5.0,0.4,6.75286519,12.0,0.00024237,7.22222222,0.00028123
2759,SOU,15,15.0,0.57142857,5.24303287,12.0,0.08773423,1441.77259032,0.00033925
2760,SOV,2,2.0,0.0,6.73058296,14.0,2.469e-05,1807.5,0.00020933
2761,SOW,1,1.0,,5.74615402,13.0,0.00634151,0.0,6.221e-05
2762,SOY,3,3.0,0.66666667,7.21243918,14.0,3.415e-05,0.5,0.00019495
2763,SPC,17,17.0,0.77205882,5.10465428,12.0,0.11653341,804.56880691,0.00033467
2764,SPD,2,2.0,1.0,5.82607313,12.0,0.00247428,0.0,0.00011488
2765,SPI,2,2.0,1.0,5.4681741,13.0,0.01912739,0.0,7.982e-05
2766,SPK,35,35.0,0.22016807,5.00993196,12.0,0.04648216,3223.04785894,0.0010235
2767,SPN,8,8.0,0.53571429,5.26827174,12.0,0.01977035,2340.49196817,0.00027887
2768,SPR,3,3.0,0.33333333,6.56831222,14.0,0.00058946,3616.0,0.0002215
2769,SPS,1,1.0,,5.59874886,13.0,0.00884296,0.0,6.202e-05
2770,SPU,6,6.0,0.6,5.33752657,12.0,0.04503837,44.68964414,0.00016221
2771,SPW,2,2.0,0.0,6.47432313,14.0,0.0008159,0.33333333,0.00010482
2772,SQG,2,2.0,0.0,7.25598662,13.0,2.459e-05,3616.0,0.00019196
2773,SQH,1,1.0,,6.42950072,12.0,0.00084451,0.0,7.132e-05
2774,SQO,2,2.0,1.0,5.68596935,13.0,0.00778883,0.0,0.00011528
2775,SRE,4,4.0,1.0,6.58964899,14.0,0.0007999,0.0,0.00019504
2776,SRG,2,2.0,1.0,6.253087,12.0,0.00139036,0.0,0.00010402
2777,SRI,5,5.0,0.1,6.74304981,12.0,0.00012366,10709.44885309,0.00040933
2778,SRP,2,2.0,1.0,6.25578758,13.0,0.00530357,0.0,9.268e-05
2779,SRQ,10,10.0,0.93333333,5.55395911,13.0,0.0806191,4.94491903,0.00022627
2780,SRV,2,2.0,1.0,6.72607764,14.0,2.565e-05,0.0,0.00018195
2781,SRX,3,3.0,1.0,6.38847588,13.0,0.00475751,0.0,0.00011847
2782,SRY,2,2.0,1.0,6.12621123,13.0,0.00474216,0.0,9.553e-05
2783,SRZ,21,21.0,0.25238095,5.58645066,13.0,0.02911385,28877.29597981,0.00084444
2784,SSA,20,20.0,0.26842105,5.63813503,13.0,0.02624246,12229.16383196,0.00068639
2785,SSG,7,7.0,0.42857143,5.21158798,12.0,0.02668511,1470.16724707,0.00022251
2786,SSH,13,13.0,0.58974359,5.22635923,12.0,0.08976955,639.0529714,0.00031166
2787,SSI,1,1.0,,5.52879657,13.0,0.01081064,0.0,6.033e-05
2788,SSJ,4,4.0,0.66666667,6.3798274,13.0,0.00040182,3.0,0.00020727
2789,SSM,1,1.0,,6.58233281,14.0,0.00014635,0.0,0.00010468
2790,SSR,2,2.0,0.0,7.85322449,13.0,3.25e-06,0.58333333,0.00015398
2791,SSX,3,3.0,0.66666667,5.6605093,13.0,0.01263343,155.82263173,0.00013535
2792,STB,1,1.0,,6.86284974,14.0,0.00027606,0.0,7.163e-05
2793,STC,2,2.0,0.0,5.63050175,13.0,0.00689366,3616.0,0.0001558
2794,STG,2,2.0,1.0,5.73062482,13.0,0.00141395,0.0,0.00014794
2795,STI,1,1.0,,5.83601649,13.0,0.00420168,0.0,6.207e-05
2796,STL,100,100.0,0.25555556,4.72995319,12.0,0.38822249,39984.81785595,0.00230585
2797,STM,8,8.0,0.21428571,6.83162322,14.0,0.00059497,11891.93764079,0.00048846
2798,STO,100,100.0,0.17757576,4.68604835,12.0,0.43072777,125955.38097968,0.00292063
2799,STR,77,77.0,0.32946001,5.39736148,12.0,0.41745536,6365.50185979,0.00146185
2800,STS,2,2.0,1.0,5.20707331,12.0,0.01648869,0.0,8.291e-05
2801,STT,15,15.0,0.36190476,5.5736103,13.0,0.06067074,8380.97098914,0.00043113
2802,STW,2,2.0,1.0,5.39623547,12.0,0.01330043,0.0,8.407e-05
2803,STX,9,9.0,0.47222222,5.90657071,13.0,0.02346929,911.46914791,0.00027045
2804,SUB,15,15.0,0.31428571,5.60679591,11.0,0.01751825,7265.37506906,0.00056286
2805,SUF,3,3.0,1.0,5.21388605,12.0,0.04051208,0.0,9.681e-05
2806,SUG,1,1.0,,6.24725304,12.0,0.00052193,0.0,7.603e-05
2807,SUH,2,2.0,0.0,6.71754421,12.0,0.00129476,3616.0,0.0001566
2808,SUJ,4,4.0,0.5,6.30589525,13.0,0.00810594,9.57669829,0.00015149
2809,SUL,1,1.0,,7.04403567,13.0,9.511e-05,0.0,8.027e-05
2810,SUN,2,2.0,1.0,5.67780984,13.0,0.00974156,0.0,8.946e-05
2811,SUR,2,2.0,0.0,7.42721925,15.0,6.59e-06,200.69826359,0.00016483
2812,SUV,15,15.0,0.06666667,5.98091346,12.0,0.00066679,32527.0,0.00121679
2813,SUX,2,2.0,1.0,5.55471539,13.0,0.013787,0.0,8.388e-05
2814,SVA,2,2.0,1.0,6.72896978,14.0,2.622e-05,0.0,0.00014946
2815,SVB,4,4.0,0.83333333,6.19218615,13.0,0.00056835,0.45,0.00020586
2816,SVC,1,1.0,,5.95662364,13.0,0.00256951,0.0,6.592e-05
2817,SVD,7,7.0,0.61904762,5.79038622,13.0,0.0097212,539.35378374,0.00021145
2818,SVG,12,12.0,0.45454545,5.21865824,12.0,0.05462425,5777.88472422,0.0003641
2819,SVJ,2,2.0,1.0,7.25976727,14.0,0.00010382,0.0,0.00014828
2820,SVL,3,3.0,0.66666667,5.79114069,13.0,0.0057487,0.5,0.00016105
2821,SVQ,15,15.0,0.65714286,5.15565892,12.0,0.11338512,369.69591328,0.00031245
2822,SVS,3,3.0,1.0,6.74763329,14.0,0.00013345,0.0,0.00019966
2823,SVU,3,3.0,1.0,5.98026301,12.0,0.00054152,0.0,0.00021173
2824,SVX,20,20.0,0.42631579,5.22292728,12.0,0.06045588,3621.26568758,0.00050591
2825,SVZ,4,4.0,0.5,6.26994079,13.0,0.00417506,39.01169388,0.00016825
2826,SWA,23,23.0,0.66007905,5.7044373,12.0,0.03008364,207.89612034,0.00048148
2827,SWF,6,6.0,1.0,5.45063993,13.0,0.05254761,0.0,0.00014902
2828,SWG,2,2.0,0.0,10.72411225,15.0,0.0,10842.0,0.00027625
2829,SWJ,2,2.0,1.0,6.85304463,12.0,9.042e-05,0.0,0.00013975
2830,SWP,2,2.0,1.0,6.32274557,13.0,0.00067175,0.0,0.00012668
2831,SWQ,1,1.0,,6.74980739,12.0,0.00010201,0.0,8.158e-05
2832,SWR,2,2.0,0.0,7.72690228,12.0,2.85e-06,1818.33333333,0.00017556
2833,SXB,23,23.0,0.66798419,5.30099789,12.0,0.16603817,530.43358137,0.00047479
2834,SXH,1,1.0,,7.72894753,12.0,2.92e-06,0.0,0.00010214
2835,SXL,1,1.0,,5.86113945,13.0,0.00567564,0.0,6.11e-05
2836,SXM,28,28.0,0.28571429,5.11005904,12.0,0.09108124,12409.85015197,0.00072139
2837,SXP,3,3.0,0.66666667,6.72680466,14.0,2.796e-05,1.7,0.0002094
2838,SXR,3,3.0,1.0,5.68791823,12.0,0.00417625,0.0,0.00014442
2839,SXW,5,5.0,0.4,7.72594096,12.0,2.95e-06,1810.5,0.00035498
2840,SXZ,1,1.0,,6.28154956,13.0,0.00306243,0.0,6.923e-05
2841,SYD,70,70.0,0.11884058,4.88972406,11.0,0.081505,223935.05252965,0.00288056
2842,SYM,1,1.0,,6.38327954,12.0,0.00081144,0.0,6.424e-05
2843,SYO,3,3.0,1.0,5.3129167,12.0,0.01202857,0.0,0.00011505
2844,SYP,2,2.0,1.0,5.92126923,13.0,0.00193477,0.0,0.00012493
2845,SYR,22,22.0,0.77922078,5.64853783,13.0,0.13699953,4097.68349893,0.00047721
2846,SYU,4,4.0,0.83333333,7.14307777,12.0,1.629e-05,1.42222222,0.00025235
2847,SYX,7,7.0,0.71428571,5.37137882,12.0,0.01629798,22.52367765,0.00018521
2848,SYY,4,4.0,0.66666667,6.12525024,13.0,0.00585974,7.1995327,0.0001523
2849,SYZ,14,14.0,0.41758242,5.74793868,12.0,0.02340637,1984.07561623,0.00040963
2850,SZA,1,1.0,,8.23948137,15.0,1.9e-06,0.0,0.00011726
2851,SZD,3,3.0,0.66666667,5.65914795,13.0,0.01840577,0.29411765,9.701e-05
2852,SZG,17,17.0,0.64705882,5.23067139,12.0,0.13281395,89.88544304,0.00033994
2853,SZK,1,1.0,,5.65982769,12.0,0.00499672,0.0,6.993e-05
2854,SZT,1,1.0,,5.81540274,13.0,0.00461702,0.0,6.537e-05
2855,SZX,36,36.0,0.41587302,5.61686538,12.0,0.02413375,489.73437424,0.00075657
2856,SZZ,2,2.0,1.0,5.40209999,12.0,0.01590361,0.0,7.935e-05
2857,TAB,5,5.0,0.7,5.26645347,12.0,0.03835155,36.64427311,0.00014172
2858,TAC,1,1.0,,5.71725971,11.0,0.00215058,0.0,7.638e-05
2859,TAE,3,3.0,1.0,5.39140039,12.0,0.00639664,0.0,0.00011989
2860,TAG,1,1.0,,5.71725971,11.0,0.00215058,0.0,7.638e-05
2861,TAH,6,6.0,0.4,6.85324281,12.0,9.205e-05,9034.5,0.00039509
2862,TAI,6,6.0,0.73333333,5.71531928,12.0,0.0186771,12.39754376,0.00018096
2863,TAJ,2,2.0,1.0,7.72629877,12.0,2.8e-06,0.0,0.00017821
2864,TAK,8,8.0,0.92857143,5.25335414,12.0,0.02000197,2.48738223,0.0002384
2865,TAL,6,6.0,0.53333333,6.76700451,14.0,0.00016549,96.03582209,0.00034754
2866,TAM,6,6.0,0.6,5.54064883,13.0,0.01491221,77.87432914,0.00020221
2867,TAO,35,35.0,0.48907563,5.28572821,12.0,0.0463563,2294.23926159,0.00075298
2868,TAP,2,2.0,1.0,5.8133718,13.0,0.00478997,0.0,9.472e-05
2869,TAS,55,55.0,0.22424242,4.89949855,12.0,0.20078679,30961.1505939,0.00142345
2870,TAV,2,2.0,1.0,6.59392551,13.0,5.211e-05,0.0,0.00016676
2871,TAY,1,1.0,,5.79119149,13.0,0.00554799,0.0,6.609e-05
2872,TBG,5,5.0,0.5,6.72647311,11.0,0.00015727,5411.43809524,0.00032858
2873,TBI,2,2.0,1.0,5.74071114,13.0,0.00720667,0.0,8.925e-05
2874,TBJ,2,2.0,1.0,5.33021924,12.0,0.02955104,0.0,7.598e-05
2875,TBN,1,1.0,,5.72990568,13.0,0.00689552,0.0,6.106e-05
2876,TBO,2,2.0,1.0,6.18249901,13.0,0.00061431,0.0,0.00012092
2877,TBP,1,1.0,,6.9634673,14.0,3.813e-05,0.0,0.00010058
2878,TBS,21,21.0,0.55238095,5.3324642,12.0,0.13628346,1406.22964293,0.00048093
2879,TBT,2,2.0,1.0,6.83548202,14.0,0.00036855,0.0,0.00014549
2880,TBU,11,11.0,0.25454545,5.562458,12.0,0.0059983,18758.17946528,0.00058579
2881,TBZ,2,2.0,1.0,6.12621123,13.0,0.00474216,0.0,9.553e-05
2882,TCA,2,2.0,0.0,6.81454396,12.0,7.777e-05,7.46037296,0.00015074
2883,TCB,5,5.0,0.9,5.89895262,13.0,0.02289167,4.62382152,0.00015392
2884,TCG,1,1.0,,7.72666521,14.0,1.106e-05,0.0,0.00011106
2885,TCH,1,1.0,,6.19436506,13.0,0.00133151,0.0,7.266e-05
2886,TCI,50,50.0,0.38285714,5.14709747,12.0,0.24212459,4515.52474784,0.00094211
2887,TCO,1,1.0,,6.86558072,14.0,0.0002463,0.0,8.157e-05
2888,TCP,2,2.0,1.0,5.68972376,12.0,0.00913855,0.0,8.112e-05
2889,TCQ,3,3.0,0.66666667,5.94216556,13.0,0.00371564,25.71764706,0.00015518
2890,TCT,2,2.0,1.0,6.7283488,14.0,2.566e-05,0.0,0.00018704
2891,TCX,1,1.0,,6.1231271,13.0,0.00440033,0.0,6.751e-05
2892,TDB,3,3.0,0.33333333,6.72752355,11.0,0.00015119,1803.0,0.00023274
2893,TDD,6,6.0,0.2,6.59998089,14.0,0.00058844,13629.87833244,0.00039257
2894,TDL,3,3.0,0.33333333,5.59003713,13.0,0.00327461,3616.0,0.00022226
2895,TEE,1,1.0,,6.23169094,13.0,0.00367403,0.0,6.465e-05
2896,TEH,1,1.0,,7.74751035,15.0,2.33e-06,0.0,0.00011386
2897,TEP,2,2.0,0.0,7.72469854,12.0,2.95e-06,3625.28333333,0.00019083
2898,TER,7,7.0,0.23809524,6.08267741,13.0,0.00588673,9657.61000531,0.00040129
2899,TET,3,3.0,0.33333333,6.27508844,13.0,0.00040632,33.63248925,0.00015939
2900,TEU,3,3.0,0.66666667,6.88118162,13.0,8.53e-05,0.5,0.00017263
2901,TEX,1,1.0,,5.81798729,13.0,0.00609709,0.0,6.676e-05
2902,TEZ,2,2.0,1.0,5.91540479,12.0,0.0010255,0.0,0.00011786
2903,TFF,3,3.0,0.33333333,6.83547404,14.0,0.00036866,3616.0,0.00023268
2904,TFI,3,3.0,0.66666667,6.72756537,11.0,0.00015379,9.33333333,0.0002248
2905,TFM,2,2.0,0.0,7.72637218,12.0,2.8e-06,1804.1047619,0.00017914
2906,TGD,1,1.0,,6.35067604,13.0,0.00470206,0.0,6e-05
2907,TGG,1,1.0,,5.72804252,12.0,0.00450302,0.0,6.696e-05
2908,TGH,2,2.0,0.0,6.85325382,12.0,8.872e-05,1807.5,0.00016503
2909,TGJ,3,3.0,1.0,6.26462185,12.0,0.00028954,0.0,0.00019111
2910,TGM,4,4.0,0.5,6.36987497,13.0,0.00688808,1.16666667,0.00015299
2911,TGN,4,4.0,0.66666667,5.78966382,12.0,0.00084894,0.83333333,0.00020186
2912,TGO,2,2.0,0.0,5.66630988,12.0,0.00564892,3616.0,0.00015169
2913,TGR,1,1.0,,6.23169094,13.0,0.00367403,0.0,6.465e-05
2914,TGU,6,6.0,0.66666667,5.54361373,13.0,0.02028882,5164.78434727,0.00021886
2915,TGZ,7,7.0,0.42857143,5.81299519,13.0,0.00973738,461.49793612,0.00024173
2916,THE,4,4.0,1.0,6.12224457,13.0,0.00106433,0.0,0.00017795
2917,THG,1,1.0,,6.17672901,11.0,0.00093292,0.0,7.824e-05
2918,THL,4,4.0,0.83333333,6.33056231,12.0,0.00051182,1.66666667,0.00021449
2919,THN,1,1.0,,5.68599568,13.0,0.00765049,0.0,6.628e-05
2920,THO,2,2.0,1.0,7.11778483,14.0,4.566e-05,0.0,0.00015886
2921,THR,60,60.0,0.18644068,5.12315861,12.0,0.24774165,79905.79729648,0.00183895
2922,THS,3,3.0,0.66666667,5.77120498,12.0,0.00644429,2.38333333,0.00013334
2923,THU,1,1.0,,6.36838672,13.0,0.00016604,0.0,9.52e-05
2924,TIA,15,15.0,0.56190476,5.38442987,12.0,0.10417027,337.06195928,0.00033887
2925,TID,1,1.0,,6.23169094,13.0,0.00367403,0.0,6.465e-05
2926,TIE,3,3.0,0.33333333,7.27900821,14.0,3.115e-05,7230.0,0.00027251
2927,TIF,7,7.0,0.76190476,5.62337545,12.0,0.01200253,1.5451452,0.00020852
2928,TIH,3,3.0,0.66666667,6.07010002,13.0,0.00045579,0.5,0.00019959
2929,TIJ,22,22.0,0.35930736,5.14165494,12.0,0.02603978,1020.44652341,0.00056762
2930,TIM,4,4.0,0.5,6.7532603,12.0,0.00012918,3616.81111111,0.00025831
2931,TIN,4,4.0,1.0,6.23232476,13.0,0.00506177,0.0,0.00014068
2932,TIP,29,29.0,0.45320197,5.37572328,12.0,0.17405285,17142.45443442,0.00073456
2933,TIQ,2,2.0,1.0,6.24060046,12.0,0.0009767,0.0,9.94e-05
2934,TIR,2,2.0,1.0,5.93049265,12.0,0.00205573,0.0,8.993e-05
2935,TIS,3,3.0,0.33333333,7.14320018,12.0,1.612e-05,2.83333333,0.00020228
2936,TIU,1,1.0,,6.85445876,12.0,9.639e-05,0.0,8.045e-05
2937,TIV,2,2.0,1.0,6.40201359,13.0,0.01042074,0.0,7.899e-05
2938,TIZ,4,4.0,0.66666667,6.72681589,11.0,0.00015712,9.60952381,0.00025993
2939,TJA,5,5.0,0.7,6.59851461,14.0,0.00087277,3.35,0.00023471
2940,TJG,2,2.0,1.0,6.74762204,12.0,0.00015083,0.0,0.00012613
2941,TJH,1,1.0,,5.46410861,12.0,0.00453644,0.0,6.531e-05
2942,TJI,2,2.0,1.0,7.57713654,15.0,4.257e-05,0.0,0.00016318
2943,TJM,11,11.0,0.38181818,5.40058835,12.0,0.02260642,1451.29065788,0.00030968
2944,TJQ,2,2.0,1.0,6.25236737,12.0,0.00109962,0.0,0.00011417
2945,TJS,3,3.0,0.66666667,7.75161026,13.0,4.67e-06,5.8,0.00024412
2946,TKB,2,2.0,1.0,7.72670926,12.0,2.74e-06,0.0,0.0001792
2947,TKE,2,2.0,1.0,6.74852264,14.0,0.00013211,0.0,0.0001878
2948,TKG,1,1.0,,6.25248426,12.0,0.00107921,0.0,7.213e-05
2949,TKJ,7,7.0,0.14285714,6.74755133,14.0,0.00013115,18068.0,0.00059626
2950,TKK,2,2.0,1.0,6.23789853,12.0,0.00063733,0.0,0.0001196
2951,TKN,2,2.0,1.0,6.27279398,13.0,0.00073374,0.0,0.00010188
2952,TKP,1,1.0,,7.07039743,14.0,7.8e-06,0.0,0.00012278
2953,TKQ,4,4.0,0.33333333,6.15850687,13.0,0.00089079,18.44440197,0.00021631
2954,TKS,3,3.0,1.0,5.31494101,12.0,0.01230355,0.0,0.00011337
2955,TKU,7,7.0,0.61904762,5.40410502,12.0,0.02343343,110.64742265,0.00023878
2956,TKX,2,2.0,0.0,6.07044199,13.0,0.00043932,3616.0,0.00019135
2957,TLA,3,3.0,0.66666667,6.7286025,14.0,2.673e-05,0.5,0.00019963
2958,TLE,4,4.0,0.5,6.18648764,13.0,0.000543,1807.61666667,0.00024441
2959,TLH,10,10.0,0.82222222,5.51934204,13.0,0.05543429,11.54438497,0.00022817
2960,TLJ,2,2.0,1.0,6.7283488,14.0,2.566e-05,0.0,0.00018704
2961,TLL,15,15.0,0.75238095,5.27995539,12.0,0.10979551,3625.61714532,0.00037225
2962,TLM,4,4.0,0.66666667,5.24684758,12.0,0.02345442,296.08528322,0.0001317
2963,TLN,2,2.0,1.0,5.25761592,12.0,0.02132973,0.0,8.141e-05
2964,TLS,29,29.0,0.55418719,5.20809033,12.0,0.17945812,826.27804807,0.00060328
2965,TLT,2,2.0,0.0,6.72703283,14.0,2.585e-05,3614.0,0.00019251
2966,TLV,69,69.0,0.32949702,4.64109986,12.0,0.40729111,36279.13818672,0.00151218
2967,TMG,1,1.0,,7.23981254,13.0,1.099e-05,0.0,9.436e-05
2968,TMJ,1,1.0,,5.89945641,13.0,0.00356633,0.0,6.346e-05
2969,TMM,11,11.0,0.27272727,6.10545684,12.0,0.00135624,7468.43935666,0.00053359
2970,TMP,4,4.0,0.83333333,5.66281209,13.0,0.01370342,0.25,0.00015375
2971,TMR,10,10.0,0.48888889,6.23231109,13.0,0.00550091,10.55050505,0.00033961
2972,TMS,3,3.0,0.0,6.21273296,13.0,0.00306971,3638.28309419,0.00017796
2973,TMT,2,2.0,1.0,6.83494704,14.0,0.00037257,0.0,0.00013147
2974,TMU,2,2.0,1.0,6.62482582,14.0,0.00155864,0.0,0.00013239
2975,TMW,5,5.0,0.5,5.88980605,12.0,0.00155368,2702.6261507,0.00026033
2976,TMX,4,4.0,1.0,6.22968155,13.0,0.00462065,0.0,0.0001446
2977,TNA,24,24.0,0.70652174,5.65316942,12.0,0.02675727,285.12535462,0.00049947
2978,TNC,2,2.0,1.0,6.72868016,14.0,2.625e-05,0.0,0.00014305
2979,TNE,2,2.0,1.0,5.46698425,12.0,0.00504958,0.0,9.282e-05
2980,TNG,7,7.0,1.0,5.17133019,12.0,0.08004905,0.0,0.00017102
2981,TNK,3,3.0,0.66666667,6.72717394,14.0,2.678e-05,0.75,0.00024193
2982,TNN,3,3.0,0.66666667,5.50182957,12.0,0.00211579,0.2,0.00014196
2983,TNO,1,1.0,,6.62483524,14.0,0.00153095,0.0,7.612e-05
2984,TNR,31,31.0,0.10322581,5.18693218,12.0,0.02946522,127592.0949463,0.00141325
2985,TNX,2,2.0,1.0,6.343803,12.0,0.00051116,0.0,0.00012937
2986,TOB,1,1.0,,6.37570193,13.0,0.00309149,0.0,6.299e-05
2987,TOD,1,1.0,,5.72804252,12.0,0.00450302,0.0,6.696e-05
2988,TOE,6,6.0,0.8,5.34337964,12.0,0.04797811,16.42606592,0.00016312
2989,TOF,1,1.0,,5.40842025,12.0,0.01034316,0.0,6.481e-05
2990,TOG,3,3.0,0.33333333,6.73015338,14.0,5.152e-05,199.76666667,0.000248
2991,TOH,2,2.0,1.0,9.85295068,15.0,0.0,0.0,0.00021979
2992,TOL,6,6.0,1.0,5.5090416,13.0,0.05221198,0.0,0.00015158
2993,TOM,3,3.0,0.33333333,7.23209994,14.0,1.132e-05,3616.0,0.00029732
2994,TOP,1,1.0,,5.96118189,13.0,0.00467871,0.0,6.138e-05
2995,TOS,16,16.0,0.15833333,6.26707562,13.0,0.00599892,50620.58848158,0.00077418
2996,TOU,4,4.0,0.66666667,6.2646673,12.0,0.00028964,1807.5,0.00026631
2997,TOV,1,1.0,,6.57357957,14.0,0.00107762,0.0,6.589e-05
2998,TOW,2,2.0,1.0,5.77373191,13.0,0.00476546,0.0,0.00011129
2999,TOY,6,6.0,0.66666667,5.24640273,12.0,0.01497486,22.45078959,0.00018101
3000,TPA,56,56.0,0.51753247,4.79952707,12.0,0.31112934,5630.34816397,0.00113574
3001,TPE,49,49.0,0.23129252,4.50226028,11.0,0.11357352,113915.84112103,0.00153277
3002,TPP,2,2.0,1.0,5.96349475,13.0,0.00214664,0.0,0.00011953
3003,TPQ,2,2.0,1.0,5.83682907,13.0,0.00507953,0.0,8.73e-05
3004,TPS,3,3.0,0.66666667,5.23639943,12.0,0.01218731,773.88896048,0.00012075
3005,TQR,1,1.0,,6.23540568,13.0,0.00042081,0.0,7.64e-05
3006,TRA,2,2.0,1.0,6.32291471,13.0,0.0004982,0.0,0.00010841
3007,TRC,11,11.0,0.74545455,5.17335485,12.0,0.02806042,200.90018585,0.00028063
3008,TRD,15,15.0,0.26666667,5.38339259,12.0,0.01617076,22314.64833332,0.00059909
3009,TRE,1,1.0,,6.06421706,13.0,0.00300609,0.0,6.27e-05
3010,TRG,4,4.0,1.0,5.85815404,12.0,0.00116886,0.0,0.00019206
3011,TRI,7,7.0,1.0,5.4449099,13.0,0.05223414,0.0,0.00017319
3012,TRK,6,6.0,0.06666667,6.75668585,12.0,0.00013451,10991.39527623,0.00045113
3013,TRN,23,23.0,0.51383399,5.22531051,12.0,0.17290326,756.78892992,0.0004862
3014,TRO,2,2.0,1.0,5.88959429,12.0,0.00149234,0.0,0.00012083
3015,TRQ,2,2.0,1.0,7.84377606,15.0,1.158e-05,0.0,0.00016567
3016,TRS,6,6.0,0.66666667,5.23370072,12.0,0.04348764,2.89165433,0.00015299
3017,TRU,4,4.0,0.5,5.96331126,13.0,0.00222357,1.5,0.00022093
3018,TRV,12,12.0,0.77272727,5.76802516,11.0,0.0394848,79.55456918,0.00030034
3019,TRW,3,3.0,0.33333333,5.98393006,12.0,0.00059501,481.20469248,0.00019491
3020,TRZ,4,4.0,0.66666667,5.92678104,12.0,0.00638508,3.69180427,0.00012653
3021,TSE,12,12.0,0.42424242,5.23839133,12.0,0.06245235,852.18238088,0.00031234
3022,TSJ,2,2.0,0.0,6.26806631,12.0,0.00151534,0.1,9.13e-05
3023,TSM,2,2.0,1.0,5.95660759,13.0,0.00261597,0.0,0.00011464
3024,TSN,26,26.0,0.58461538,5.38938703,12.0,0.0333275,530.46247545,0.0005571
3025,TSR,17,17.0,0.43382353,5.07516601,12.0,0.12455242,5121.38662829,0.00041034
3026,TST,1,1.0,,5.77286488,12.0,0.00585118,0.0,6.7e-05
3027,TSV,8,8.0,0.28571429,6.18385212,11.0,0.00150027,7955.77434404,0.00044589
3028,TTJ,1,1.0,,5.30646428,12.0,0.00666652,0.0,6.634e-05
3029,TTQ,1,1.0,,6.62483524,14.0,0.00153095,0.0,7.612e-05
3030,TTS,2,2.0,0.0,6.18641453,13.0,0.00052379,1536.21289158,0.0001421
3031,TTT,5,5.0,0.3,5.49851752,12.0,0.00268803,7231.0,0.00028822
3032,TTU,2,2.0,1.0,6.23511829,13.0,0.00488161,0.0,9.513e-05
3033,TUB,2,2.0,1.0,6.07046427,13.0,0.00044712,0.0,0.00015128
3034,TUC,4,4.0,1.0,5.55977209,13.0,0.00410275,0.0,0.00018081
3035,TUG,2,2.0,0.0,5.71718589,11.0,0.00215193,1807.5,0.00014717
3036,TUI,4,4.0,0.66666667,6.61260968,13.0,0.00063068,0.59090909,0.00014976
